TokenID,Species,Equipment,Realm,Curse,Name,Story,Rarity,Synergy,SpeciesID,ItemID,BackgroundID,EffectID,OriginalEffectID
174,Werewolf,Head,Bloodmoon,Confusion,"The Alpha's Trophy","What appears to be a simple crown is revealed as the severed head of the previous pack leader.",Rare,"The Alpha's Trophy",0,9,0,2,2
175,Dragon,Wine,Inferno,Brain Wash,"Infernal Ancient Wyrm #175","Within eternal flames, this terror hoards cursed treasures enslaving minds with madness.",Rare,"",4,5,6,9,9
176,Skeleton,Shield,Decay,Lightning,"Undead Sentinel #176","In rotting wastelands, the undead sentinel stands watch beneath electric fury.",Epic,"",9,2,2,6,6
177,Demon,Amulet,Frost,Meteor,"Frozen Fiend Lord #177","In frozen wastes, the infernal lord reigns while heavens rain destruction.",Common,"",3,9,7,3,3
178,Succubus,Scythe,Corruption,Seizure,"Corrupted Soul Temptress #178","Where reality breaks, the temptress ensnares souls causing reality to convulse.",Common,"",8,6,3,0,0
179,Frankenstein,Shield,Shadow,Blizzard,"Stitched Horror #179","In shadow's reach, this creation defies nature as frozen winds tear reality.",Common,"",2,2,9,7,7
180,Mummy,Amulet,Venom,Bats,"Ancient Guard #180","In toxic mists, this guardian endures eternally commanding nightborn servants.",Uncommon,"",7,9,4,4,4
181,Frankenstein,Scythe,Bloodmoon,Mind Blast,"Crimson Stitched Horror #181","Under the crimson gaze, this creation defies nature its screams shatter sanity.",Uncommon,"",2,6,0,1,1
182,Vampire,Shield,Inferno,Burning,"Eternal Flame","Fire that burns without fuel, consuming reality itself.",Rare,"Eternal Flame",6,2,6,8,8
183,Goblin,Amulet,Abyss,Poisoning,"Shadow Gremlin #183","From the endless void, the goblin plots mischief leaving toxic death behind.",Rare,"",1,9,1,5,5
184,Zombie,Scythe,Frost,Confusion,"Frozen Shambling Dead #184","In frozen wastes, this corpse shambles onward spreading fractured chaos.",Epic,"",5,6,7,2,2
185,Werewolf,Shield,Corruption,Brain Wash,"Corrupted Moon Stalker #185","Where reality breaks, the beast stalks with primal fury enslaving minds with madness.",Common,"",0,2,3,9,9
186,Dragon,Amulet,Ragnarok,Lightning,"Last Ancient Wyrm #186","As the world ends, this terror hoards cursed treasures beneath electric fury.",Common,"",4,9,8,6,6
187,Skeleton,Scythe,Venom,Meteor,"Death's Herald","The original harbinger of doom. This skeletal reaper has collected souls since the dawn of mortality itself.",Legendary,"Death's Herald",9,6,4,3,3
188,Dragon,Poison,Bloodmoon,Seizure,"Crimson Ancient Wyrm #188","Under the crimson gaze, this terror hoards cursed treasures causing reality to convulse.",Uncommon,"",4,3,0,0,0
189,Succubus,Amulet,Void,Blizzard,"Void Soul Temptress #189","At existence's edge, the temptress ensnares souls as frozen winds tear reality.",Uncommon,"",8,9,5,7,7
190,Demon,Scythe,Abyss,Bats,"Fiend Lord #190","From the endless void, the infernal lord reigns commanding nightborn servants.",Rare,"",3,6,1,4,4
191,Mummy,Poison,Frost,Mind Blast,"Frozen Ancient Guard #191","In frozen wastes, this guardian endures eternally its screams shatter sanity.",Rare,"",7,3,7,1,1
192,Frankenstein,Amulet,Decay,Burning,"Stitched Horror #192","In rotting wastelands, this creation defies nature while flames consume endlessly.",Legendary,"",2,9,2,8,8
193,Vampire,Scythe,Ragnarok,Poisoning,"Last Eternal Hunter #193","As the world ends, this nightwalker hunts eternally leaving toxic death behind.",Common,"",6,6,8,5,5
194,Goblin,Poison,Venom,Confusion,"Shadow Gremlin #194","In toxic mists, the goblin plots mischief spreading fractured chaos.",Common,"",1,3,4,2,2
195,Zombie,Amulet,Shadow,Brain Wash,"Cursed Corpse #195","In shadow's reach, the cursed corpse shambles onward enslaving minds with madness.",Common,"",5,9,9,9,9
196,Werewolf,Scythe,Void,Lightning,"Void Moon Stalker #196","At existence's edge, the beast stalks with primal fury beneath electric fury.",Uncommon,"",0,6,5,6,6
197,Zombie,Poison,Abyss,Meteor,"Plague Walker #197","From the endless void, the plague walker spreads infection while heavens rain destruction.",Uncommon,"",5,3,1,3,3
198,Skeleton,Crown,Frost,Seizure,"Frozen Hollow One #198","In frozen wastes, ancient bones clutch their relics causing reality to convulse.",Rare,"",9,0,7,0,0
199,Dragon,Scythe,Decay,Blizzard,"Ancient Wyrm #199","In rotting wastelands, this terror hoards cursed treasures as frozen winds tear reality.",Epic,"",4,6,2,7,7
200,Succubus,Poison,Ragnarok,Bats,"Last Soul Temptress #200","As the world ends, the temptress ensnares souls commanding nightborn servants.",Common,"",8,3,8,4,4
201,Demon,Crown,Venom,Mind Blast,"Fiend Lord #201","In toxic mists, the infernal lord reigns its screams shatter sanity.",Common,"",3,0,4,1,1
202,Mummy,Scythe,Shadow,Burning,"Ancient Guard #202","In shadow's reach, this guardian endures eternally while flames consume endlessly.",Common,"",7,6,9,8,8
203,Frankenstein,Poison,Void,Poisoning,"Void Toxic Creation #203","At existence's edge, this creation defies nature leaving toxic death behind.",Common,"",2,3,5,5,5
204,Mummy,Crown,Abyss,Confusion,"Ancient Guard #204","From the endless void, this guardian endures eternally spreading fractured chaos.",Uncommon,"",7,0,1,2,2
205,Goblin,Scythe,Inferno,Brain Wash,"Infernal Shadow Gremlin #205","Within eternal flames, the goblin plots mischief enslaving minds with madness.",Uncommon,"",1,6,6,9,9
206,Vampire,Poison,Decay,Lightning,"Eternal Hunter #206","In rotting wastelands, this nightwalker hunts eternally beneath electric fury.",Rare,"",6,3,2,6,6
207,Werewolf,Crown,Ragnarok,Meteor,"Apocalypse Rain","The sky falls, bringing the end of all things.",Legendary,"Apocalypse Rain",0,0,8,3,3
208,Zombie,Staff,Corruption,Seizure,"Corrupted Shambling Dead #208","Where reality breaks, this corpse shambles onward causing reality to convulse.",Common,"",5,7,3,0,0
209,Skeleton,Poison,Shadow,Blizzard,"Hollow One #209","In shadow's reach, ancient bones clutch their relics as frozen winds tear reality.",Common,"",9,3,9,7,7
210,Dragon,Crown,Void,Bats,"Void Drake Lord #210","At existence's edge, the wyrm reclaims dominion commanding nightborn servants.",Common,"",4,0,5,4,4
211,Skeleton,Staff,Bloodmoon,Mind Blast,"Crimson Hollow One #211","Under the crimson gaze, ancient bones clutch their relics its screams shatter sanity.",Uncommon,"",9,7,0,1,1
212,Demon,Poison,Inferno,Burning,"Eternal Flame","Fire that burns without fuel, consuming reality itself.",Rare,"Eternal Flame",3,3,6,8,8
213,Succubus,Crown,Decay,Poisoning,"Soul Temptress #213","In rotting wastelands, the temptress ensnares souls leaving toxic death behind.",Uncommon,"",8,0,2,5,5
214,Frankenstein,Staff,Frost,Confusion,"Frozen Stitched Horror #214","In frozen wastes, this creation defies nature spreading fractured chaos.",Rare,"",2,7,7,2,2
215,Mummy,Poison,Corruption,Brain Wash,"Corrupted Ancient Guard #215","Where reality breaks, this guardian endures eternally enslaving minds with madness.",Legendary,"",7,3,3,9,9
216,Goblin,Crown,Shadow,Lightning,"Shadow Gremlin #216","In shadow's reach, the goblin plots mischief beneath electric fury.",Common,"",1,0,9,6,6
217,Vampire,Staff,Venom,Meteor,"Eternal Hunter #217","In toxic mists, this nightwalker hunts eternally while heavens rain destruction.",Legendary,"",6,7,4,3,3
218,Goblin,Torch,Bloodmoon,Seizure,"Crimson Shadow Gremlin #218","Under the crimson gaze, the goblin plots mischief causing reality to convulse.",Common,"",1,4,0,0,0
219,Zombie,Crown,Inferno,Blizzard,"Infernal Shambling Dead #219","Within eternal flames, this corpse shambles onward as frozen winds tear reality.",Uncommon,"",5,0,6,7,7
220,Werewolf,Staff,Abyss,Bats,"Moon Stalker #220","From the endless void, the beast stalks with primal fury commanding nightborn servants.",Uncommon,"",0,7,1,4,4
221,Dragon,Torch,Frost,Mind Blast,"Frozen Ancient Wyrm #221","In frozen wastes, this terror hoards cursed treasures its screams shatter sanity.",Rare,"",4,4,7,1,1
222,Skeleton,Crown,Corruption,Burning,"Corrupted Hollow One #222","Where reality breaks, ancient bones clutch their relics while flames consume endlessly.",Epic,"",9,0,3,8,8
223,Demon,Staff,Ragnarok,Poisoning,"Last Fiend Lord #223","As the world ends, the infernal lord reigns leaving toxic death behind.",Legendary,"",3,7,8,5,5
224,Succubus,Torch,Venom,Confusion,"Soul Temptress #224","In toxic mists, the temptress ensnares souls spreading fractured chaos.",Common,"",8,4,4,2,2
225,Demon,Crown,Bloodmoon,Brain Wash,"Crimson Fiend Lord #225","Under the crimson gaze, the infernal lord reigns enslaving minds with madness.",Common,"",3,0,0,9,9
226,Mummy,Staff,Void,Lightning,"Void Tomb Priest #226","At existence's edge, the pharaoh commands divinely beneath electric fury.",Common,"",7,7,5,6,6
227,Frankenstein,Torch,Abyss,Meteor,"Stitched Horror #227","From the endless void, this creation defies nature while heavens rain destruction.",Uncommon,"",2,4,1,3,3
228,Vampire,Sword,Frost,Seizure,"Frozen Eternal Hunter #228","In frozen wastes, this nightwalker hunts eternally causing reality to convulse.",Uncommon,"",6,1,7,0,0
229,Goblin,Staff,Decay,Blizzard,"Shadow Gremlin #229","In rotting wastelands, the goblin plots mischief as frozen winds tear reality.",Rare,"",1,7,2,7,7
230,Zombie,Torch,Ragnarok,Bats,"Last Shambling Dead #230","As the world ends, this corpse shambles onward commanding nightborn servants.",Epic,"",5,4,8,4,4
231,Werewolf,Sword,Venom,Mind Blast,"Moon Stalker #231","In toxic mists, the beast stalks with primal fury its screams shatter sanity.",Common,"",0,1,4,1,1
232,Dragon,Staff,Shadow,Burning,"Ancient Wyrm #232","In shadow's reach, this terror hoards cursed treasures while flames consume endlessly.",Common,"",4,7,9,8,8
233,Skeleton,Torch,Void,Poisoning,"Void Hollow One #233","At existence's edge, ancient bones clutch their relics leaving toxic death behind.",Common,"",9,4,5,5,5
234,Dragon,Sword,Abyss,Confusion,"Wyrm Knight #234","From the endless void, the drake wields dragonfire steel spreading fractured chaos.",Uncommon,"",4,1,1,2,2
235,Succubus,Staff,Inferno,Brain Wash,"Infernal Dream Weaver #235","Within eternal flames, the temptress ensnares souls enslaving minds with madness.",Uncommon,"",8,7,6,9,9
236,Demon,Torch,Decay,Lightning,"Flame Bearer #236","In rotting wastelands, the hellspawn lights perdition's path beneath electric fury.",Uncommon,"",3,4,2,6,6
237,Mummy,Sword,Ragnarok,Meteor,"Apocalypse Rain","The sky falls, bringing the end of all things.",Epic,"Apocalypse Rain",7,1,8,3,3
238,Frankenstein,Arm,Corruption,Seizure,"The Collector","The shoulder armor is actually a collection of harvested arms, still twitching with unnatural life.",Legendary,"The Collector",2,8,3,0,0
239,Vampire,Torch,Shadow,Blizzard,"Eternal Hunter #239","In shadow's reach, this nightwalker hunts eternally as frozen winds tear reality.",Common,"",6,4,9,7,7
240,Goblin,Sword,Void,Bats,"Void Cave Raider #240","At existence's edge, the goblin plots mischief commanding nightborn servants.",Common,"",1,1,5,4,4
241,Vampire,Shoulder,Bloodmoon,Mind Blast,"Crimson Eternal Hunter #241","Under the crimson gaze, this nightwalker hunts eternally its screams shatter sanity.",Common,"",6,8,0,1,1
242,Werewolf,Torch,Inferno,Burning,"Eternal Flame","Fire that burns without fuel, consuming reality itself.",Rare,"Eternal Flame",0,4,6,8,8
243,Zombie,Sword,Decay,Poisoning,"Shambling Dead #243","In rotting wastelands, this corpse shambles onward leaving toxic death behind.",Uncommon,"",5,1,2,5,5
244,Skeleton,Shoulder,Frost,Confusion,"Frozen Hollow One #244","In frozen wastes, ancient bones clutch their relics spreading fractured chaos.",Rare,"",9,8,7,2,2
245,Dragon,Torch,Corruption,Brain Wash,"Corrupted Ancient Wyrm #245","Where reality breaks, this terror hoards cursed treasures enslaving minds with madness.",Epic,"",4,4,3,9,9
246,Succubus,Sword,Shadow,Lightning,"Soul Temptress #246","In shadow's reach, the temptress ensnares souls beneath electric fury.",Legendary,"",8,1,9,6,6
247,Demon,Shoulder,Venom,Meteor,"Fiend Lord #247","In toxic mists, the infernal lord reigns while heavens rain destruction.",Common,"",3,8,4,3,3
248,Succubus,Wine,Bloodmoon,Seizure,"Crimson Desire Maiden #248","Under the crimson gaze, the temptress ensnares souls causing reality to convulse.",Common,"",8,5,0,0,0
249,Frankenstein,Sword,Inferno,Blizzard,"Infernal Stitched Horror #249","Within eternal flames, this creation defies nature as frozen winds tear reality.",Common,"",2,1,6,7,7
250,Mummy,Shoulder,Abyss,Bats,"Ancient Guard #250","From the endless void, this guardian endures eternally commanding nightborn servants.",Uncommon,"",7,8,1,4,4
251,Goblin,Wine,Frost,Mind Blast,"Frozen Shadow Gremlin #251","In frozen wastes, the goblin plots mischief its screams shatter sanity.",Uncommon,"",1,5,7,1,1
252,Vampire,Sword,Corruption,Burning,"Corrupted Eternal Hunter #252","Where reality breaks, this nightwalker hunts eternally while flames consume endlessly.",Rare,"",6,1,3,8,8
253,Werewolf,Shoulder,Ragnarok,Poisoning,"Last Beast Warrior #253","As the world ends, the beast stalks with primal fury leaving toxic death behind.",Epic,"",0,8,8,5,5
254,Zombie,Wine,Venom,Confusion,"Shambling Dead #254","In toxic mists, this corpse shambles onward spreading fractured chaos.",Common,"",5,5,4,2,2
255,Werewolf,Sword,Bloodmoon,Brain Wash,"Crimson Moon Stalker #255","Under the crimson gaze, the beast stalks with primal fury enslaving minds with madness.",Common,"",0,1,0,9,9
256,Dragon,Shoulder,Void,Lightning,"Void Ancient Wyrm #256","At existence's edge, this terror hoards cursed treasures beneath electric fury.",Common,"",4,8,5,6,6
257,Skeleton,Wine,Abyss,Meteor,"Hollow One #257","From the endless void, ancient bones clutch their relics while heavens rain destruction.",Uncommon,"",9,5,1,3,3
258,Demon,Shield,Frost,Seizure,"Frozen Fiend Lord #258","In frozen wastes, the infernal lord reigns causing reality to convulse.",Uncommon,"",3,2,7,0,0
259,Succubus,Shoulder,Decay,Blizzard,"Soul Temptress #259","In rotting wastelands, the temptress ensnares souls as frozen winds tear reality.",Uncommon,"",8,8,2,7,7
260,Frankenstein,Wine,Ragnarok,Bats,"Last Stitched Horror #260","As the world ends, this creation defies nature commanding nightborn servants.",Rare,"",2,5,8,4,4
261,Mummy,Shield,Venom,Mind Blast,"Ancient Guard #261","In toxic mists, this guardian endures eternally its screams shatter sanity.",Epic,"",7,2,4,1,1
262,Goblin,Shoulder,Shadow,Burning,"Shadow Gremlin #262","In shadow's reach, the goblin plots mischief while flames consume endlessly.",Common,"",1,8,9,8,8
263,Vampire,Wine,Void,Poisoning,"Blood Sommelier","A refined predator who has transcended mere survival. This vampire has cultivated an exquisite palate for the finest vintages.",Uncommon,"Blood Sommelier",6,5,5,5,5
264,Goblin,Shield,Abyss,Confusion,"Tribal Guard #264","From the endless void, the goblin plots mischief spreading fractured chaos.",Common,"",1,2,1,2,2
265,Zombie,Shoulder,Inferno,Brain Wash,"Infernal Shambling Dead #265","Within eternal flames, this corpse shambles onward enslaving minds with madness.",Uncommon,"",5,8,6,9,9
266,Werewolf,Wine,Decay,Lightning,"Moon Stalker #266","In rotting wastelands, the beast stalks with primal fury beneath electric fury.",Uncommon,"",0,5,2,6,6
267,Dragon,Shield,Ragnarok,Meteor,"Apocalypse Rain","The sky falls, bringing the end of all things.",Epic,"Apocalypse Rain",4,2,8,3,3
268,Skeleton,Amulet,Corruption,Seizure,"Corrupted Hollow One #268","Where reality breaks, ancient bones clutch their relics causing reality to convulse.",Rare,"",9,9,3,0,0
269,Demon,Wine,Shadow,Blizzard,"Fiend Lord #269","In shadow's reach, the infernal lord reigns as frozen winds tear reality.",Legendary,"",3,5,9,7,7
270,Succubus,Shield,Void,Bats,"Void Soul Temptress #270","At existence's edge, the temptress ensnares souls commanding nightborn servants.",Common,"",8,2,5,4,4
271,Demon,Amulet,Bloodmoon,Mind Blast,"Crimson Fiend Lord #271","Under the crimson gaze, the infernal lord reigns its screams shatter sanity.",Common,"",3,9,0,1,1
272,Mummy,Wine,Inferno,Burning,"Eternal Flame","Fire that burns without fuel, consuming reality itself.",Uncommon,"Eternal Flame",7,5,6,8,8
273,Frankenstein,Shield,Decay,Poisoning,"Stitched Horror #273","In rotting wastelands, this creation defies nature leaving toxic death behind.",Uncommon,"",2,2,2,5,5
274,Vampire,Amulet,Frost,Confusion,"Frozen Eternal Hunter #274","In frozen wastes, this nightwalker hunts eternally spreading fractured chaos.",Uncommon,"",6,9,7,2,2
275,Goblin,Wine,Corruption,Brain Wash,"Corrupted Shadow Gremlin #275","Where reality breaks, the goblin plots mischief enslaving minds with madness.",Rare,"",1,5,3,9,9
276,Zombie,Shield,Shadow,Lightning,"Shambling Dead #276","In shadow's reach, this corpse shambles onward beneath electric fury.",Epic,"",5,2,9,6,6
277,Werewolf,Head,Venom,Meteor,"The Alpha's Trophy","What appears to be a simple crown is revealed as the severed head of the previous pack leader.",Uncommon,"The Alpha's Trophy",0,9,4,3,3
278,Zombie,Scythe,Bloodmoon,Seizure,"Crimson Shambling Dead #278","Under the crimson gaze, this corpse shambles onward causing reality to convulse.",Common,"",5,6,0,0,0
